ip_address,total_requests,failed_requests,successful_requests,failure_ratio,unique_usernames,username_diversity,unique_endpoints,endpoint_concentration,unique_user_agents,user_agent_concentration,primary_user_agent,primary_endpoint,country,active_duration_seconds,requests_per_minute,timing_regularity,target_usernames,feat_failure_ratio,feat_username_diversity,feat_endpoint_concentration,feat_ua_concentration,feat_timing_regularity,feat_request_frequency
172.16.5.174,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,CA,1.0,60.0,0.5,emma893@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.179,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,AU,1.0,60.0,0.5,isabella@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.183,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,GB,1.0,60.0,0.5,ananya070@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.186,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,AU,1.0,60.0,0.5,thomas241@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.189,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,sophia843@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.190,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,US,1.0,60.0,0.5,ursula@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.191,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,JP,1.0,60.0,0.5,victor@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.193,2,0,2,0.0,2,1.0,1,1.0,2,0.5,Chrome-122,/api/v1/auth/login,AU,16104.0,0.0075,0.5,thomas@cloudsec.org|julia@corp.local,0.0,1.0,1.0,0.5,0.5,0.0018
172.16.5.197,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,alice@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.200,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,GB,1.0,60.0,0.5,xander220@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.203,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,JP,1.0,60.0,0.5,sneha@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.204,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,JP,1.0,60.0,0.5,sam@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.207,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Safari-Mobile,/api/v1/auth/login,US,7577.0,0.0158,0.5,zach@cloudsec.org|oscar@example.com,0.0,1.0,0.5,0.5,0.5,0.0038
172.16.5.208,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,JP,1.0,60.0,0.5,claire@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.226,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,DE,1.0,60.0,0.5,frank@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.229,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,alice@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.230,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,CA,1.0,60.0,0.5,sophia076@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.233,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,FR,1.0,60.0,0.5,julia311@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.235,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,IN,1.0,60.0,0.5,oscar@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.240,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,peter@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.248,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,CA,1.0,60.0,0.5,tarun968@techhub.io,1.0,1.0,1.0,1.0,0.5,1.0
172.16.5.249,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,US,1.0,60.0,0.5,kevin690@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.252,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,US,1.0,60.0,0.5,priya@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.29,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,JP,1.0,60.0,0.5,elena@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.33,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,AU,1.0,60.0,0.5,kevin@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.36,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,DE,1.0,60.0,0.5,alex@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.41,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,GB,1.0,60.0,0.5,alice@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.43,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,JP,1.0,60.0,0.5,henry@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.47,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,james@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.48,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,DE,1.0,60.0,0.5,marcus@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.5,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,IN,1.0,60.0,0.5,wendy717@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.53,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,US,1.0,60.0,0.5,ananya216@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.65,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,alice@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.70,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,US,1.0,60.0,0.5,paula150@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.72,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,GB,1.0,60.0,0.5,nina698@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.77,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,AU,1.0,60.0,0.5,victor@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.82,3,1,2,0.3333,3,1.0,2,0.6667,3,0.3333,Chrome-122,/api/v1/auth/login,AU,2404.0,0.0749,0.3988,robert545@techhub.io|priya@corp.local|ursula424@techhub.io,0.3333,1.0,0.6667,0.3333,0.3988,0.0176
172.16.5.85,2,1,1,0.5,2,1.0,1,1.0,2,0.5,Chrome-122,/api/v1/auth/login,US,3397.0,0.0353,0.5,david@mailservice.net|daniel@mailservice.net,0.5,1.0,1.0,0.5,0.5,0.0084
172.16.5.91,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,US,1.0,60.0,0.5,yasmin@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.93,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,JP,1.0,60.0,0.5,paula726@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.5.98,2,0,2,0.0,2,1.0,1,1.0,1,1.0,Safari-Mobile,/login,AU,4505.0,0.0266,0.5,sophia@corp.local|paula150@corp.local,0.0,1.0,1.0,1.0,0.5,0.0064
172.16.6.100,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,DE,1.0,60.0,0.5,henry794@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.102,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Firefox-123,/login,IN,7566.0,0.0159,0.5,hannah782@example.com|paula@mailservice.net,0.0,1.0,0.5,0.5,0.5,0.0038
172.16.6.103,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,DE,1.0,60.0,0.5,ian@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.107,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,marcus@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.109,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,sam@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.115,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,JP,1.0,60.0,0.5,grace764@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.124,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,US,1.0,60.0,0.5,daniel@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.126,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,US,1.0,60.0,0.5,claire@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.127,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,IN,1.0,60.0,0.5,julia289@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.128,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,GB,1.0,60.0,0.5,grace@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.129,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,AU,1.0,60.0,0.5,julia@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.13,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,ian401@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.132,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,JP,1.0,60.0,0.5,elena@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.140,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,alex@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.146,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,alex@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.147,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,DE,1.0,60.0,0.5,olivia@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.159,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,yasmin@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.162,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,DE,1.0,60.0,0.5,aravind@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.165,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,US,1.0,60.0,0.5,thomas798@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.178,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,FR,1.0,60.0,0.5,sneha807@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.181,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Chrome-122,/api/v1/auth/login,FR,7577.0,0.0158,0.5,james@corp.local|james812@example.com,0.0,1.0,0.5,0.5,0.5,0.0038
172.16.6.184,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,JP,1.0,60.0,0.5,oscar282@example.com,1.0,1.0,1.0,1.0,0.5,1.0
172.16.6.187,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,IN,1.0,60.0,0.5,paula641@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.189,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,AU,1.0,60.0,0.5,emma@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.193,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,mia@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.197,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,US,1.0,60.0,0.5,henry@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.198,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,AU,1.0,60.0,0.5,emma@example.com,1.0,1.0,1.0,1.0,0.5,1.0
172.16.6.201,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,FR,1.0,60.0,0.5,deepak@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.207,2,1,1,0.5,2,1.0,2,0.5,1,1.0,Edge-122,/login,IN,3721.0,0.0322,0.5,frank@example.com|priya@mailservice.net,0.5,1.0,0.5,1.0,0.5,0.0077
172.16.6.210,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,IN,1.0,60.0,0.5,david529@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.211,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,IN,1.0,60.0,0.5,robert@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.221,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,wendy@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.225,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,marcus075@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.229,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,hannah@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.239,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,GB,1.0,60.0,0.5,julia554@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.24,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,US,1.0,60.0,0.5,daniel@corp.local,1.0,1.0,1.0,1.0,0.5,1.0
172.16.6.242,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,GB,1.0,60.0,0.5,marcus@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.246,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,victor@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.248,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,JP,1.0,60.0,0.5,henry742@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.250,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,US,1.0,60.0,0.5,yasmin984@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.26,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,JP,1.0,60.0,0.5,paula@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.30,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,IN,1.0,60.0,0.5,brian664@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.41,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Safari-Mobile,/login,GB,11134.0,0.0108,0.5,zach@cloudsec.org|tarun@techhub.io,0.0,1.0,0.5,0.5,0.5,0.0026
172.16.6.43,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,kevin@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.47,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Safari-Mobile,/login,AU,2828.0,0.0424,0.5,rachel208@corp.local|alice@example.com,0.0,1.0,0.5,0.5,0.5,0.0101
172.16.6.48,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,FR,1.0,60.0,0.5,ananya@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.50,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,US,1.0,60.0,0.5,paula@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.52,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,US,1.0,60.0,0.5,george@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.53,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,IN,1.0,60.0,0.5,claire@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.54,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Safari-Mobile,/api/v1/auth/login,JP,16085.0,0.0075,0.5,emma893@cloudsec.org|aravind@example.com,0.0,1.0,0.5,0.5,0.5,0.0018
172.16.6.59,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,james@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.60,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,IN,1.0,60.0,0.5,rachel@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.69,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,AU,1.0,60.0,0.5,sam@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.74,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,US,1.0,60.0,0.5,kevin979@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.76,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,AU,1.0,60.0,0.5,frank137@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.87,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,IN,1.0,60.0,0.5,alice400@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.90,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,FR,1.0,60.0,0.5,claire639@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.93,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,GB,1.0,60.0,0.5,olivia@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.95,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,US,1.0,60.0,0.5,bob@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.6.97,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,DE,1.0,60.0,0.5,ananya@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.110,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Safari-17,/login,FR,6451.0,0.0186,0.5,thomas@techhub.io|quinn067@example.com,0.0,1.0,0.5,0.5,0.5,0.0045
172.16.7.114,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,FR,1.0,60.0,0.5,thomas241@techhub.io,1.0,1.0,1.0,1.0,0.5,1.0
172.16.7.116,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,CA,1.0,60.0,0.5,frank@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.117,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,GB,1.0,60.0,0.5,wendy@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.118,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,GB,1.0,60.0,0.5,julia@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.12,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,FR,1.0,60.0,0.5,deepak757@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.123,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,CA,1.0,60.0,0.5,david612@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.128,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,FR,1.0,60.0,0.5,liam@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.130,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,US,1.0,60.0,0.5,henry@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.132,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,laura@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.139,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,AU,1.0,60.0,0.5,deepak@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.142,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,US,1.0,60.0,0.5,david529@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.145,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,IN,1.0,60.0,0.5,zach@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.149,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,FR,1.0,60.0,0.5,karen@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.161,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,AU,1.0,60.0,0.5,sneha@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.165,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,US,1.0,60.0,0.5,yasmin056@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.169,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,GB,1.0,60.0,0.5,sneha345@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.17,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,CA,1.0,60.0,0.5,paula@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.170,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,DE,1.0,60.0,0.5,priya@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.174,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,david@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.177,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,CA,1.0,60.0,0.5,nina@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.179,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,US,1.0,60.0,0.5,kevin979@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.181,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,GB,1.0,60.0,0.5,paula189@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.184,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,GB,1.0,60.0,0.5,charlie@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.186,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,victor@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.197,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,FR,1.0,60.0,0.5,deepak@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.198,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,AU,1.0,60.0,0.5,frank@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.201,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,GB,1.0,60.0,0.5,sophia433@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.207,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,AU,1.0,60.0,0.5,bob@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.209,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,victor@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.210,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,FR,1.0,60.0,0.5,liam449@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.221,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,sneha@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.223,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,DE,1.0,60.0,0.5,sam@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.226,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,US,1.0,60.0,0.5,isabella@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.228,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,mia819@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.230,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,JP,1.0,60.0,0.5,priya928@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.7.231,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,george383@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
